num_entities,unstructured_bytes,"cedar mean_dur_micros","cedar median_dur_micros","cedar p90_dur_micros","cedar p99_dur_micros","cedar % allows","cedar % denies","cedar mean_num_errors","cedar mean_context_attrs","cedaropt mean_dur_micros","cedaropt median_dur_micros","cedaropt p90_dur_micros","cedaropt p99_dur_micros","cedaropt % allows","cedaropt % denies","cedaropt mean_num_errors","cedaropt mean_context_attrs","rego mean_dur_micros","rego median_dur_micros","rego p90_dur_micros","rego p99_dur_micros","rego % allows","rego % denies","rego mean_num_errors","rego mean_context_attrs","openfga mean_dur_micros","openfga median_dur_micros","openfga p90_dur_micros","openfga p99_dur_micros","openfga % allows","openfga % denies","openfga mean_num_errors","openfga mean_context_attrs","sapl mean_dur_micros","sapl median_dur_micros","sapl p90_dur_micros","sapl p99_dur_micros","sapl % allows","sapl % denies","sapl mean_num_errors","sapl mean_context_attrs",mean_parents_of_Action,mean_parents_of_Application,mean_parents_of_List,mean_parents_of_Team,mean_parents_of_User,openfga mean_tuples
5,8192,5.728032269999961,5.649611398305413,6.234149768343628,8.963665740667302,0.4012600000000025,0.5987399999999965,0,0,8.883542029999965,8.787690451578092,9.950174203209826,14.151918074105039,0.4012600000000025,0.5987399999999965,0,0,36.79092959999999,30.551688931194125,44.66640456470604,209.26373445133206,0.4012600000000025,0.5987399999999965,0,0,78.84064999999934,64.2384232569037,131.4106898848319,224.884639975009,0.4012600000000025,0.5987399999999965,0,0,0.24930948999999952,0.2248103733538244,0.42409608301625534,1.0614472080086488,0.4012600000000025,0.5987399999999965,0,0,0,0,1,1.095000000000001,1.2770000000000012,17.76
10,8192,5.7533956000000215,5.645067832947886,8.348719718049235,9.229967816814794,0.3323699999999966,0.6676300000000027,0,0,9.095163869999915,8.840971227845891,13.112535013286555,14.76231797286973,0.3323699999999966,0.6676300000000027,0,0,50.10307250999973,41.87619412165198,60.62831902468597,234.48607567088655,0.3323699999999966,0.6676300000000027,0,0,84.56234000000023,89.91295982337114,178.61424478057953,265.16490561764573,0.3323699999999966,0.6676300000000027,0,0,0.25797295000000037,0.20985088791474338,0.4043225513239581,1.4351132777227869,0.3323699999999966,0.6676300000000027,0,0,0,0,1,1.2540000000000011,1.6119999999999983,38.16
15,8192,5.779324350000133,5.679926774764545,6.5051012631152165,9.395060361498953,0.3151900000000039,0.6848100000000007,0,0,9.343952510000035,9.062139629867922,11.06277498350912,15.047895028646542,0.3151900000000039,0.6848100000000007,0,0,65.85441702000105,55.925268089396226,144.1595581580117,257.7629298683125,0.3151900000000039,0.6848100000000007,0,0,90.07714000000125,92.87734286671864,156.98782108222596,276.53709329911953,0.3151900000000039,0.6848100000000007,0,0,0.271766669999997,0.25289799112518724,0.4746363034165696,0.7463518399056249,0.3151900000000039,0.6848100000000007,0,0,0,0,1,1.4333333333333356,2.0620000000000007,62.770000000000024
20,8192,5.802780490000002,5.668243984281585,6.43675176971955,9.264044275579003,0.31329000000000007,0.6867100000000016,0,0,9.71192314999987,9.341604231911127,11.769179554910194,15.330201947302518,0.31329000000000007,0.6867100000000016,0,0,80.11283382,69.32636657954588,95.50687238560162,285.22965558859397,0.31329000000000007,0.6867100000000016,0,0,93.93310999999909,97.21010118119744,167.6878350142715,304.15202304277744,0.31329000000000007,0.6867100000000016,0,0,0.2830085800000021,0.2414174187591894,0.5213803999916616,1.3414411246253952,0.31329000000000007,0.6867100000000016,0,0,0,0,1,1.6527499999999997,2.658250000000001,90.945
30,8192,5.801183729999968,5.689448835316214,7.06294721050773,9.376045669456726,0.3116200000000014,0.6883799999999993,0,0,10.378065870000054,9.917106983421133,14.020259651594376,17.779643925275643,0.3116200000000014,0.6883799999999993,0,0,114.40977739999975,100.38248170215931,135.59704225901964,363.6019825887206,0.3116200000000014,0.6883799999999993,0,0,104.34444999999863,102.88450140362383,195.56985530667325,357.3572607110931,0.3116200000000014,0.6883799999999993,0,0,0.2949204199999969,0.2502882551748602,0.4812358017902659,1.422161325761766,0.3116200000000014,0.6883799999999993,0,0,0,0,1,2.1361666666666634,4.083500000000009,158.17999999999998
40,8192,5.873086739999988,5.709307370431188,6.974090204875736,9.742430893078838,0.3217500000000065,0.6782500000000012,0,0,11.465468819999927,10.84828640701902,16.088467646598648,20.492146854687046,0.3217500000000065,0.6782500000000012,0,0,150.5932508999993,133.99436558348197,177.81454059887503,446.935115577469,0.3217500000000065,0.6782500000000012,0,0,119.79078999999886,109.81014766822597,239.9176452157205,446.4910074462063,0.3217500000000065,0.6782500000000012,0,0,0.29485161999999876,0.2484529582480437,0.5151052999867844,1.4476327841207628,0.3217500000000065,0.6782500000000012,0,0,0,0,1,2.8341249999999953,6.088750000000005,239.98999999999995
50,8192,5.955090600000041,5.759757465414206,7.420889123293561,9.832877630809197,0.3349199999999997,0.6650800000000079,0,0,13.002768840000071,12.231388346184067,18.48077341676519,25.129550735643583,0.3349199999999997,0.6650800000000079,0,0,193.90941840999977,171.84249627174137,227.20413245272434,550.3466249340961,0.3349199999999997,0.6650800000000079,0,0,135.3166899999992,115.4439355061686,283.9166064328693,568.6464636607735,0.3349199999999997,0.6650800000000079,0,0,0.2890663199999967,0.24665918880862767,0.5605378201117234,1.6330736689884553,0.3349199999999997,0.6650800000000079,0,0,0,0,1,3.6751999999999976,8.867999999999974,336.4899999999999
