# SAPL 4.0 Native Benchmark Results
# Scenario: github-10
# Method: decideOnceBlocking
# Threads: 1
# Runtime: native
# Warmup: 1 x 3s
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 602113.75 throughput/ops/s
# StdDev: 3587.36
# CoV: 0.60%
# Forks: 2
# Latency p50 (ns): 1569
# Latency p90 (ns): 2099
# Latency p99 (ns): 3119
# Latency p99.9 (ns): 6139
# Latency max (ns): 4603903
fork,throughput_ops_s
1,604650.40
2,599577.10
