# SAPL 4.0 Native Benchmark Results
# Scenario: hospital-5
# Method: decideOnceBlocking
# Threads: 1
# Runtime: native
# Warmup: 1 x 3s
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 1655674.35 throughput/ops/s
# StdDev: 5910.49
# CoV: 0.36%
# Forks: 2
# Latency p50 (ns): 521
# Latency p90 (ns): 748
# Latency p99 (ns): 1433
# Latency p99.9 (ns): 3351
# Latency max (ns): 4837375
fork,throughput_ops_s
1,1651495.00
2,1659853.70
