# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 1
# Connections: 32
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 96755.22 throughput/req/s
# StdDev: 474.09
# CoV: 0.49%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9910000000
# Latency p99 (ns): 9940000000
fork,throughput_req_s
1,96419.99
2,97090.45
