# SAPL 4.0 Server HTTP Benchmark
# Scenario: hospital-100
# Cores: 8
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 542707.72 throughput/req/s
# StdDev: 4296.37
# CoV: 0.79%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9570000000
# Latency p99 (ns): 9590000000
fork,throughput_req_s
1,539669.73
2,545745.72
