# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 4
# Connections: 32
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 318620.49 throughput/req/s
# StdDev: 1163.79
# CoV: 0.37%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9750000000
# Latency p99 (ns): 9760000000
fork,throughput_req_s
1,317797.57
2,319443.42
