# SAPL 4.0 Server RSocket Benchmark
# Scenario: hospital-300
# Cores: 8
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 952831.76 throughput/req/s
# StdDev: 15028.09
# CoV: 1.58%
# Forks: 2
# Latency p50 (ns): 6987680
# Latency p90 (ns): 12931895
# Latency p99 (ns): 37456502
# Latency p99.9 (ns): 90196928
# Latency max (ns): 110994361
fork,throughput_req_s
1,942205.29
2,963458.22
