# SAPL 4.0 Server RSocket Benchmark
# Scenario: baseline
# Cores: 1
# Connections: 64
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 185655.90 throughput/req/s
# StdDev: 4393.42
# CoV: 2.37%
# Forks: 2
# Latency p50 (ns): 77868390
# Latency p90 (ns): 129682688
# Latency p99 (ns): 235343048
# Latency p99.9 (ns): 345882578
# Latency max (ns): 535801480
fork,throughput_req_s
1,182549.29
2,188762.52
