# SAPL 4.0 Server RSocket Benchmark
# Scenario: hospital-100
# Cores: 8
# Connections: 64
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 958854.23 throughput/req/s
# StdDev: 59766.50
# CoV: 6.23%
# Forks: 2
# Latency p50 (ns): 13999887
# Latency p90 (ns): 25972282
# Latency p99 (ns): 74083007
# Latency p99.9 (ns): 109227011
# Latency max (ns): 138811547
fork,throughput_req_s
1,916592.93
2,1001115.52
