# SAPL 4.0 Server RSocket Benchmark
# Scenario: baseline
# Cores: 1
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 193304.87 throughput/req/s
# StdDev: 325.45
# CoV: 0.17%
# Forks: 2
# Latency p50 (ns): 38427322
# Latency p90 (ns): 64976959
# Latency p99 (ns): 94934218
# Latency p99.9 (ns): 145702000
# Latency max (ns): 174886419
fork,throughput_req_s
1,193074.74
2,193535.00
