# SAPL 4.0 Server RSocket Benchmark
# Scenario: rbac
# Cores: 4
# Connections: 64
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 577759.41 throughput/req/s
# StdDev: 6795.69
# CoV: 1.18%
# Forks: 2
# Latency p50 (ns): 24418197
# Latency p90 (ns): 46209063
# Latency p99 (ns): 89763197
# Latency p99.9 (ns): 123556154
# Latency max (ns): 159209975
fork,throughput_req_s
1,572954.13
2,582564.68
