# SAPL 4.0 Server RSocket Benchmark
# Scenario: rbac
# Cores: 8
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 1047234.01 throughput/req/s
# StdDev: 7315.73
# CoV: 0.70%
# Forks: 2
# Latency p50 (ns): 6638651
# Latency p90 (ns): 12588810
# Latency p99 (ns): 34578180
# Latency p99.9 (ns): 51611522
# Latency max (ns): 61306912
fork,throughput_req_s
1,1042061.01
2,1052407.01
