# SAPL 4.0 Server RSocket Benchmark
# Scenario: hospital-1
# Cores: 1
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 149514.13 throughput/req/s
# StdDev: 2240.92
# CoV: 1.50%
# Forks: 2
# Latency p50 (ns): 37848942
# Latency p90 (ns): 105198541
# Latency p99 (ns): 243838102
# Latency p99.9 (ns): 477232715
# Latency max (ns): 505694561
fork,throughput_req_s
1,147929.56
2,151098.70
