# SAPL 4.0 Server HTTP Benchmark
# Scenario: hospital-100
# Cores: 1
# Connections: 128
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 39858.13 throughput/req/s
# StdDev: 147.38
# CoV: 0.37%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9960000000
# Latency p99 (ns): 9970000000
fork,throughput_req_s
1,39753.92
2,39962.34
