# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 8
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 258065.85 throughput/req/s
# StdDev: 5624.27
# CoV: 2.18%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9790000000
# Latency p99 (ns): 9810000000
fork,throughput_req_s
1,262042.81
2,254088.89
