# SAPL 4.0 Server HTTP Benchmark
# Scenario: baseline
# Cores: 8
# Connections: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 257688.62 throughput/req/s
# StdDev: 1165.16
# CoV: 0.45%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9760000000
# Latency p99 (ns): 9810000000
fork,throughput_req_s
1,258512.52
2,256864.73
