# SAPL 4.0 Server HTTP Benchmark
# Scenario: hospital-1
# Cores: 1
# Connections: 128
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 93408.71 throughput/req/s
# StdDev: 1104.20
# CoV: 1.18%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9900000000
# Latency p99 (ns): 9910000000
fork,throughput_req_s
1,92627.92
2,94189.49
