# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 1
# Connections: 32
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 95713.21 throughput/req/s
# StdDev: 747.34
# CoV: 0.78%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9920000000
# Latency p99 (ns): 9950000000
fork,throughput_req_s
1,95184.76
2,96241.66
