# SAPL 4.0 Server HTTP Benchmark
# Scenario: baseline
# Cores: 8
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 580501.89 throughput/req/s
# StdDev: 7177.37
# CoV: 1.24%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9540000000
# Latency p99 (ns): 9560000000
fork,throughput_req_s
1,575426.72
2,585577.05
