# SAPL 4.0 Server HTTP Benchmark
# Scenario: hospital-300
# Cores: 8
# Connections: 32
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 495559.23 throughput/req/s
# StdDev: 1656.01
# CoV: 0.33%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9540000000
# Latency p99 (ns): 9550000000
fork,throughput_req_s
1,494388.26
2,496730.21
