# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 8
# Connections: 128
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 577088.48 throughput/req/s
# StdDev: 10928.51
# CoV: 1.89%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9580000000
# Latency p99 (ns): 9610000000
fork,throughput_req_s
1,569360.86
2,584816.10
