# SAPL 4.0 Server HTTP Benchmark
# Scenario: baseline
# Cores: 4
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 340004.17 throughput/req/s
# StdDev: 4238.29
# CoV: 1.25%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9740000000
# Latency p99 (ns): 9760000000
fork,throughput_req_s
1,337007.24
2,343001.09
