# SAPL 4.0 Server HTTP Benchmark
# Scenario: baseline
# Cores: 1
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 44624.59 throughput/req/s
# StdDev: 26.98
# CoV: 0.06%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9960000000
# Latency p99 (ns): 9970000000
fork,throughput_req_s
1,44643.67
2,44605.51
