# SAPL 4.0 Server HTTP Benchmark
# Scenario: rbac
# Cores: 8
# Connections: 64
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 262966.61 throughput/req/s
# StdDev: 4212.73
# CoV: 1.60%
# Forks: 2
# Latency p50 (ns): 0
# Latency p90 (ns): 9780000000
# Latency p99 (ns): 9810000000
fork,throughput_req_s
1,259987.76
2,265945.46
