# SAPL 4.0 Server RSocket Benchmark
# Scenario: hospital-300
# Cores: 1
# Connections: 64
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 352617.96 throughput/req/s
# StdDev: 921.32
# CoV: 0.26%
# Forks: 2
# Latency p50 (ns): 40653485
# Latency p90 (ns): 78623294
# Latency p99 (ns): 130996204
# Latency p99.9 (ns): 435187871
# Latency max (ns): 463598551
fork,throughput_req_s
1,351966.49
2,353269.43
