# SAPL 4.0 Server RSocket Benchmark
# Scenario: rbac
# Cores: 1
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 417291.67 throughput/req/s
# StdDev: 7645.02
# CoV: 1.83%
# Forks: 2
# Latency p50 (ns): 15387492
# Latency p90 (ns): 34949667
# Latency p99 (ns): 71084026
# Latency p99.9 (ns): 257588079
# Latency max (ns): 360058485
fork,throughput_req_s
1,411885.82
2,422697.51
