# SAPL 4.0 Server RSocket Benchmark
# Scenario: baseline
# Cores: 4
# Connections: 32
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 1893050.04 throughput/req/s
# StdDev: 13355.35
# CoV: 0.71%
# Forks: 2
# Latency p50 (ns): 4050558
# Latency p90 (ns): 7296787
# Latency p99 (ns): 11331796
# Latency p99.9 (ns): 18306537
# Latency max (ns): 53726641
fork,throughput_req_s
1,1902493.70
2,1883606.38
