# SAPL 4.0 Server RSocket Benchmark
# Scenario: rbac
# Cores: 1
# Connections: 64
# Vt Per Connection: 256
# Measurement: 10s
# Convergence Threshold: 10
# Convergence Window: 2
# Mean: 413257.55 throughput/req/s
# StdDev: 2986.95
# CoV: 0.72%
# Forks: 2
# Latency p50 (ns): 36111686
# Latency p90 (ns): 65510345
# Latency p99 (ns): 95946882
# Latency p99.9 (ns): 117570694
# Latency max (ns): 163534896
fork,throughput_req_s
1,411145.46
2,415369.64
